t,x,y,v_{x},v_{y}
2.62E+01,5.96E-04,1.03E-03,,
2.64E+01,5.95E-04,1.03E-03,-9.00E-06,1.09E-05
2.66E+01,5.92E-04,1.04E-03,-5.75E-06,8.24E-07
2.68E+01,5.92E-04,1.03E-03,4.99E-06,-9.55E-06
2.70E+01,5.94E-04,1.03E-03,2.05E-06,-9.31E-06
2.72E+01,5.93E-04,1.03E-03,3.89E-06,-1.93E-05
2.74E+01,5.96E-04,1.02E-03,9.07E-06,-8.43E-06
2.76E+01,5.97E-04,1.03E-03,2.46E-06,8.37E-06
2.78E+01,5.97E-04,1.03E-03,9.80E-06,-4.30E-06
2.80E+01,6.01E-04,1.02E-03,5.14E-06,-3.99E-05
2.82E+01,5.99E-04,1.01E-03,-2.36E-06,-3.79E-05
2.84E+01,6.00E-04,1.01E-03,1.92E-05,-6.11E-06
2.86E+01,6.07E-04,1.01E-03,8.55E-06,-4.98E-06
2.88E+01,6.03E-04,1.01E-03,-9.51E-06,-2.43E-05
2.90E+01,6.03E-04,1.00E-03,-5.28E-06,-3.08E-05
2.92E+01,6.01E-04,9.94E-04,-2.07E-05,-5.20E-05
2.94E+01,5.95E-04,9.79E-04,-1.52E-05,-4.25E-05
2.96E+01,5.95E-04,9.77E-04,5.53E-06,-2.26E-05
2.98E+01,5.97E-04,9.70E-04,8.98E-06,-1.63E-05
3.00E+01,5.99E-04,9.70E-04,1.64E-05,-5.14E-06
3.02E+01,6.03E-04,9.68E-04,2.96E-06,-9.61E-06
3.04E+01,6.00E-04,9.67E-04,5.23E-06,-1.08E-05
3.06E+01,6.06E-04,9.63E-04,1.87E-05,-1.75E-06
3.08E+01,6.07E-04,9.66E-04,-6.74E-06,-8.48E-06
3.10E+01,6.03E-04,9.60E-04,-3.59E-06,-2.02E-05
3.12E+01,6.06E-04,9.58E-04,2.96E-06,-2.73E-05
3.14E+01,6.04E-04,9.49E-04,-8.05E-06,-2.66E-05
3.16E+01,6.03E-04,9.47E-04,-3.99E-06,-2.13E-05
3.18E+01,6.02E-04,9.41E-04,-7.21E-07,-1.88E-05
3.20E+01,6.02E-04,9.40E-04,7.26E-06,-1.79E-05
3.22E+01,6.05E-04,9.33E-04,1.84E-05,-3.07E-05
3.24E+01,6.10E-04,9.27E-04,1.08E-05,-2.74E-05
3.26E+01,6.10E-04,9.22E-04,-3.51E-06,-4.09E-05
3.28E+01,6.08E-04,9.11E-04,-3.36E-06,-4.82E-05
3.30E+01,6.08E-04,9.03E-04,1.75E-05,-2.88E-05
3.32E+01,6.15E-04,8.99E-04,1.60E-05,-2.48E-05
3.34E+01,6.15E-04,8.93E-04,1.31E-05,-7.44E-06
3.36E+01,6.21E-04,8.96E-04,2.82E-05,1.81E-06
3.38E+01,6.26E-04,8.94E-04,1.07E-05,-2.26E-05
3.40E+01,6.25E-04,8.87E-04,-4.66E-06,-1.70E-05
3.42E+01,6.24E-04,8.87E-04,-1.17E-05,-4.55E-07
3.44E+01,6.20E-04,8.87E-04,-7.30E-07,-2.81E-06
3.46E+01,6.24E-04,8.86E-04,1.44E-05,-1.89E-05
3.48E+01,6.26E-04,8.80E-04,3.77E-06,-3.59E-05
3.50E+01,6.25E-04,8.72E-04,-2.23E-06,-3.72E-05
3.52E+01,6.25E-04,8.65E-04,-3.40E-06,-4.01E-05
3.54E+01,6.24E-04,8.56E-04,1.92E-06,-3.09E-05
3.56E+01,6.26E-04,8.52E-04,6.37E-06,-1.55E-05
3.58E+01,6.27E-04,8.49E-04,-5.35E-06,-2.57E-05
3.60E+01,6.24E-04,8.42E-04,-7.32E-06,-4.06E-05
3.62E+01,6.24E-04,8.33E-04,1.65E-06,-2.50E-05
3.64E+01,6.24E-04,8.32E-04,-5.86E-07,-9.24E-06
3.66E+01,6.23E-04,8.29E-04,5.11E-06,-1.68E-05
3.68E+01,6.26E-04,8.25E-04,4.64E-06,-7.53E-06
3.70E+01,6.25E-04,8.26E-04,-7.14E-06,-6.96E-06
3.72E+01,6.24E-04,8.23E-04,-1.04E-05,-3.04E-05
3.74E+01,6.21E-04,8.14E-04,-6.18E-06,-2.11E-05
3.76E+01,6.21E-04,8.14E-04,2.99E-06,-9.72E-06
3.78E+01,6.22E-04,8.10E-04,2.80E-06,-2.81E-05
3.80E+01,6.22E-04,8.03E-04,2.96E-06,-4.10E-05
3.82E+01,6.23E-04,7.94E-04,1.35E-05,-2.15E-05
3.84E+01,6.28E-04,7.94E-04,7.73E-06,-1.15E-05
3.86E+01,6.27E-04,7.89E-04,1.71E-05,-1.88E-05
3.88E+01,6.34E-04,7.87E-04,1.46E-05,-1.26E-05
3.90E+01,6.32E-04,7.84E-04,1.60E-05,-6.07E-06
3.92E+01,6.41E-04,7.84E-04,2.12E-05,-9.63E-06
3.94E+01,6.41E-04,7.80E-04,1.25E-06,-1.67E-05
3.96E+01,6.41E-04,7.78E-04,1.84E-05,-3.06E-05
3.98E+01,6.48E-04,7.68E-04,1.67E-06,-2.49E-05
4.00E+01,6.42E-04,7.68E-04,-2.97E-05,4.08E-06
4.02E+01,6.36E-04,7.70E-04,-2.52E-05,3.41E-06
4.04E+01,6.32E-04,7.69E-04,-2.12E-05,-2.05E-05
4.06E+01,6.28E-04,7.62E-04,-9.68E-06,-3.24E-05
4.08E+01,6.28E-04,7.56E-04,-1.98E-05,-2.04E-05
4.10E+01,6.20E-04,7.53E-04,-1.01E-05,-2.46E-05
4.12E+01,6.24E-04,7.46E-04,-2.59E-07,-3.84E-05
4.14E+01,6.20E-04,7.38E-04,-1.46E-05,-2.83E-05
4.16E+01,6.18E-04,7.35E-04,-1.47E-06,-9.68E-06
4.18E+01,6.19E-04,7.34E-04,8.55E-06,-3.91E-05
4.20E+01,6.22E-04,7.19E-04,1.53E-05,-4.41E-05
4.22E+01,6.25E-04,7.17E-04,2.38E-06,-1.73E-05
4.24E+01,6.23E-04,7.12E-04,-8.31E-06,-2.21E-05
4.26E+01,6.22E-04,7.08E-04,-3.53E-06,-1.87E-05
4.28E+01,6.21E-04,7.05E-04,-8.26E-06,-1.10E-05
4.30E+01,6.19E-04,7.03E-04,-1.06E-05,-1.97E-05
4.32E+01,6.17E-04,6.97E-04,4.95E-06,-1.72E-05
4.34E+01,6.21E-04,6.97E-04,2.13E-06,-3.00E-05
4.36E+01,6.18E-04,6.85E-04,-8.41E-06,-3.74E-05
4.38E+01,6.17E-04,6.82E-04,-3.64E-07,-1.75E-05
4.40E+01,6.18E-04,6.78E-04,-2.14E-06,-1.77E-05
4.42E+01,6.16E-04,6.74E-04,-3.90E-06,-2.60E-05
4.44E+01,6.16E-04,6.68E-04,2.01E-05,-2.14E-05
